mag,phi,sigmaphi,logphi,deltaup,deltado
-21.87,5e-06,3e-06,-5.301029995663981,0.20411998265592482,0.3979400086720376
-21.37,1.3000000000000001e-05,5e-06,-4.886056647693163,0.1413291527964693,0.21085336531489315
-20.87,5.7999999999999994e-05,1.4999999999999999e-05,-4.236572006437063,0.09989486655751861,0.12995953798335075
-20.37,5.9999999999999995e-05,2.6000000000000002e-05,-4.221848749616356,0.15634720085992407,0.2466723333413885
-19.87,0.000331,0.00010400000000000001,-3.480172006224281,0.1186612631789186,0.16380213658259604
-19.37,0.000533,0.000226,-3.2732727909734276,0.15351456686890808,0.23958883354938573
-18.62,0.00106,0.00033999999999999997,-2.9746941347352296,0.12082217041346777,0.16797336883350172
-17.62,0.00274,0.0010400000000000001,-2.562249437179612,0.13974123701683736,0.2073016414421141
